customer_id,age,income,employment_length,debt_to_income,credit_history_length,number_of_debts,number_of_delinquent_debts,homeowner,default_flag
CUS008508,27,78326.81981338558,5.020714297922753,0.32354642262034905,0.0,2,1,0,1
CUS003766,30,56245.96788251926,11.494518957508827,0.1235028790787558,12.657029874905241,3,0,1,0
CUS002187,37,38336.231066679,9.336053275725279,0.02566447286488266,12.387880556985037,2,0,0,0
CUS007758,25,51170.48389374181,7.65359439835434,0.21267448661508154,12.85223308117687,1,0,1,0
CUS005635,47,67514.93763439317,1.1823206813598368,0.10350927445905933,13.343275805791796,3,0,1,0
CUS000890,48,53954.61215834947,9.774090590891968,0.12864688637857014,13.117601776891629,1,1,1,0
CUS001463,31,65178.608564513794,3.665373803277828,0.40970119112136144,10.294503966599194,1,0,0,0
CUS006243,49,56355.163516429224,3.887963113639313,0.29462932468295944,11.717879425594422,2,0,1,0
CUS000127,34,41070.18408023144,13.707272891606355,0.02392806867513536,11.987614159468382,1,0,1,0
CUS006104,31,45254.76647216078,7.223135058910007,0.21785872064537637,10.23448018338058,4,0,1,0
CUS007081,52,58610.89724297961,15.5141354262479,0.3274118092607574,2.3018993689383134,0,0,1,0
CUS009460,43,15443.716559004388,4.532929655191021,0.18024055853274668,3.3837300598141034,5,2,0,1
CUS006597,33,77247.81151835376,5.46525654870187,0.22427577358937703,11.04348152041836,2,0,0,0
CUS005255,28,55321.84029110211,6.593785468316647,0.3129633536635086,10.62052885836247,2,0,1,0
CUS000881,34,52574.852586592126,5.052414337517446,0.4439334278719267,12.85195827600538,0,0,1,0
CUS006450,37,56637.207079016654,5.5835830285120664,0.16011222437915507,13.478384341785793,2,1,1,0
CUS000620,32,44199.65806369584,4.908015735196737,0.09533339413683112,5.992790756733771,2,1,0,0
CUS007559,37,56972.74192848515,6.040617364437203,0.08063727868924711,2.3170949165660346,2,1,1,0
CUS001011,41,34033.481206621946,7.326779540876024,0.32871810467060913,17.97967391710588,1,0,1,0
CUS000351,54,48865.642042856736,0.9008734327121521,0.3536317573818047,12.209527270179182,1,0,1,0
CUS006300,37,62865.733437640505,0.20821777639740002,0.18856689009406602,10.931792913566458,2,0,1,0
CUS001101,18,80439.26310120006,7.855492382510695,0.17439462096047484,6.09543267119604,3,0,0,0
CUS000454,34,37974.27020320344,7.057915765456369,0.172412604418346,6.310834011412545,3,0,1,0
CUS003938,36,47177.76691694461,7.113386060549807,0.3210252019913405,9.740702156608059,3,0,1,0
CUS003293,43,96682.69128724781,8.840128008797658,0.2871576502298157,6.194432655459556,4,0,1,0
CUS007760,53,74741.41341235343,1.591650416735062,0.22714527942766083,8.08020020394142,4,0,1,0
CUS008967,40,19691.922574411234,4.828589838489856,0.8612066134065909,0.0,1,0,0,1
CUS002913,47,71002.5696243576,2.4895402220372045,0.1686738562255962,13.695749802006908,1,0,0,0
CUS006926,40,70551.36232224066,11.798854295629226,0.06976627604988042,6.8499954716843,5,0,1,0
CUS001110,38,96962.18208211105,5.504958677851054,0.29515649250581044,12.837428642844902,2,0,1,0
CUS009574,39,38187.5639309261,1.7595848836426364,0.3098245200925813,2.0557860317103174,1,1,0,1
CUS008315,37,63679.65821132879,1.9458315473190044,0.40381556872720376,2.890854914476509,6,1,0,1
CUS009323,19,40684.21384024132,0.05695279284461652,0.0,3.9472229454135555,3,4,0,1
CUS006259,36,62511.17044947156,2.3086893252095058,0.21908950976162275,7.866479032607806,0,0,0,0
CUS005864,34,73484.96616849532,9.38921404735924,0.20377805997974993,2.2778628858972505,2,0,1,0
CUS002896,19,29789.078992610073,14.585293389836822,0.1108640319247937,11.646346627040748,2,0,1,0
CUS005296,40,71335.20762235316,5.136519244708436,0.037292828475454065,7.659290337377538,0,0,0,0
CUS006461,27,69889.95063560642,4.738684081281226,0.2979832257061364,16.087728837083937,1,0,1,0
CUS005152,45,41875.637476146105,6.827385369595071,0.196755877112067,10.150539119280204,2,0,1,0
CUS008416,18,46235.784713697656,0.0,0.20762786613150758,3.65651957127052,6,2,0,1
CUS002522,43,22159.3285502866,2.6207071908106663,0.4377224292510768,7.242647459777956,0,0,0,0
CUS009920,44,33465.40700680972,2.88835259313726,0.25633394079439664,1.835176407447794,3,1,0,1
CUS006295,46,68600.2704762271,0.0,0.2343844227778801,5.717649870817352,0,0,1,0
CUS007142,40,25539.079414175372,0.0,0.22675920219842707,5.078919619121,5,0,0,0
CUS006546,24,70403.52843200543,9.387769850799309,0.33788583732951116,8.522170177647832,5,0,0,0
CUS003696,34,47408.11536272404,4.4280672014799,0.15862222719814828,7.2128353071242675,1,0,0,0
CUS003428,44,58362.51645618322,0.0,0.2691514706432169,13.900029804958184,3,0,1,0
CUS006335,40,81713.43818367276,2.979452963969406,0.3309439797445958,19.97767719626256,0,0,1,0
CUS000709,56,42516.014599717004,12.356768378655087,0.21299618715691154,14.028576423883411,3,1,0,0
CUS008798,19,58720.37156923724,2.965271901664058,0.8143556042053588,2.3400781089704576,4,1,0,1
CUS008460,18,66381.17482751494,6.717953651277775,0.6985806598434161,5.4528066483751765,5,2,0,1
CUS008180,27,45621.70081636063,0.0,0.7345975310671667,3.993376942328241,4,2,0,1
CUS002670,33,75593.9236435899,11.666079188107968,0.1291089275009411,16.54924205830209,3,0,1,0
CUS000336,31,40594.57348183522,9.259347241590127,0.23610019461771017,9.065957285534905,2,0,1,0
CUS006626,43,51206.359821631006,6.479794504233417,0.2520046494193894,15.721136451469885,1,0,0,0
CUS005472,36,28930.877326734695,7.493701557717444,0.2178010525925907,1.0516327162359147,3,1,1,0
CUS009592,25,62518.81810424772,3.7164548545301908,0.35539889714762796,0.0,3,3,0,1
CUS008301,47,36068.18940615561,7.238708767586533,0.2277540765863149,0.24618320411333094,7,4,0,1
CUS000615,41,40439.53952954864,0.0,0.06975439160079502,10.378151853387434,2,0,0,0
CUS003889,48,45706.71766318015,6.2916735819012075,0.28382239563899375,10.61689381226652,2,0,1,0
CUS000503,45,54736.77455880347,3.2953202367855727,0.12437182489375564,5.108160621722832,2,1,0,0
